aX,aY,aZ,gX,gY,gZ
0.143,-0.007,0.889,-12.695,30.457,40.283
0.164,-0.049,0.914,-24.597,31.372,42.297
0.157,-0.072,0.894,-38.452,28.748,43.396
0.147,-0.084,0.856,-49.438,27.039,42.053
0.121,-0.063,0.823,-56.396,24.902,37.109
0.105,-0.034,0.808,-56.091,23.682,28.992
0.045,0.039,0.790,-47.485,25.452,17.395
0.009,0.154,0.826,-28.442,34.912,2.747
0.115,0.152,1.015,-2.869,43.823,-9.766
0.197,0.144,1.264,13.184,45.471,-14.587
0.286,0.106,1.411,11.536,45.898,-11.536
0.352,0.068,1.457,-0.732,48.096,-5.676
0.334,0.060,1.481,-17.334,37.842,0.916
0.309,0.055,1.495,-33.997,23.499,6.531
0.256,0.033,1.505,-45.776,14.954,7.202
0.212,0.014,1.480,-48.828,13.794,3.845
0.152,0.012,1.461,-45.410,13.245,-2.136
0.101,0.029,1.483,-37.720,9.888,-10.071
0.076,0.073,1.517,-28.503,8.911,-18.005
0.061,0.133,1.567,-22.339,8.057,-22.583
0.060,0.175,1.610,-20.630,8.423,-22.705
0.040,0.202,1.622,-24.292,6.775,-18.982
0.356,0.303,2.098,15.076,65.308,-63.049
0.247,0.644,2.663,56.458,74.829,-79.102
0.521,0.685,3.766,114.380,77.209,-102.356
1.020,0.398,3.708,167.053,58.350,-89.600
1.117,0.039,2.876,153.198,27.588,-44.434
1.134,-0.389,2.019,70.435,-7.141,-14.893
1.019,-0.622,1.606,-25.940,-24.536,-7.935
0.937,-0.736,1.415,-86.792,-32.776,-11.841
0.930,-0.691,1.253,-117.493,-52.917,-19.348
0.859,-0.556,1.293,-125.122,-72.388,-38.086
0.800,-0.421,1.568,-105.164,-74.890,-61.035
0.733,-0.270,1.875,-67.505,-67.200,-83.557
0.684,-0.148,2.084,-25.391,-57.251,-100.525
0.695,-0.144,2.217,9.216,-48.828,-110.718
0.630,-0.139,2.334,26.367,-52.002,-116.699
0.543,-0.069,2.410,28.320,-54.382,-121.033
0.438,0.037,2.494,25.024,-56.824,-124.634
0.364,0.194,2.526,21.118,-63.477,-126.648
0.268,0.390,2.474,15.503,-73.669,-128.784
0.200,0.552,2.367,12.085,-85.449,-130.249
0.066,0.707,2.203,14.893,-102.051,-129.700
0.010,0.794,2.050,25.024,-110.229,-127.930
-0.075,0.863,1.950,38.086,-123.047,-125.854
-0.138,0.880,1.848,53.772,-129.639,-124.878
-0.132,0.861,1.716,68.970,-136.047,-123.474
-0.168,0.846,1.538,81.482,-143.311,-119.385
-0.225,0.829,1.290,89.600,-150.085,-112.915
-0.248,0.780,1.006,95.764,-142.517,-107.666
-0.330,0.782,0.732,100.891,-129.272,-105.164
-0.370,0.739,0.497,113.770,-106.628,-107.117
-0.298,0.712,0.378,138.611,-84.656,-112.793
-0.153,0.667,0.424,165.161,-78.491,-117.249
-0.008,0.578,0.542,183.655,-88.867,-119.019
0.083,0.477,0.642,191.711,-109.131,-116.333
0.135,0.403,0.674,187.317,-126.953,-112.305
0.163,0.349,0.627,172.852,-140.930,-106.140
0.157,0.372,0.507,143.616,-155.945,-94.910
0.120,0.504,0.304,98.755,-166.809,-77.332
-0.012,0.626,-0.010,44.495,-171.326,-53.650
-0.184,0.726,-0.393,-6.287,-161.621,-29.236
-0.470,0.784,-0.803,-39.368,-143.005,-5.188
-0.713,0.823,-1.159,-50.598,-109.558,11.719
-0.856,0.872,-1.343,-41.199,-67.810,18.799
-0.893,0.900,-1.315,-14.221,-26.917,14.709
-0.897,0.808,-1.177,26.611,2.686,4.883
-0.861,0.657,-1.002,69.763,19.165,-5.249
-0.787,0.513,-0.758,100.586,27.466,-14.954
-0.714,0.448,-0.537,109.314,36.194,-20.996
-0.633,0.429,-0.415,97.534,45.959,-20.508
-0.589,0.465,-0.334,72.937,48.584,-11.780
-0.554,0.456,-0.310,44.189,41.931,4.028
-0.571,0.461,-0.302,16.541,32.471,24.170
-0.588,0.432,-0.323,-4.639,31.128,40.405
-0.601,0.362,-0.304,-14.526,31.921,49.194
-0.569,0.278,-0.237,-14.099,28.870,51.880
-0.536,0.216,-0.110,-9.094,19.958,51.880
-0.486,0.169,0.023,-6.836,8.545,51.270
-0.455,0.140,0.158,-10.681,-2.869,52.979
-0.465,0.129,0.233,-22.705,-11.230,57.983
-0.498,0.139,0.268,-39.246,-15.381,64.941
-0.521,0.176,0.298,-55.481,-15.808,72.571
-0.529,0.222,0.341,-68.115,-13.733,81.116
-0.536,0.238,0.383,-75.195,-11.108,89.966
-0.549,0.216,0.427,-77.209,-8.240,97.961
-0.550,0.172,0.470,-77.087,-4.700,104.187
-0.553,0.128,0.506,-75.562,-0.916,108.765
-0.566,0.057,0.547,-71.533,4.150,111.450
-0.579,-0.011,0.588,-65.613,10.986,111.572
-0.565,-0.039,0.651,-58.044,19.348,108.948
-0.514,-0.055,0.790,-49.744,26.367,104.004
-0.427,-0.066,0.935,-42.908,30.457,99.609
-0.360,-0.056,1.034,-40.649,30.823,98.877
-0.316,-0.042,1.078,-42.847,30.762,100.891
-0.297,-0.043,1.091,-45.898,30.884,104.065
-0.301,-0.075,1.091,-45.898,31.311,106.567
-0.290,-0.102,1.074,-43.396,32.654,107.483
-0.273,-0.142,1.063,-40.100,34.790,107.300
-0.258,-0.176,1.035,-36.926,37.598,105.103
-0.235,-0.180,1.021,-32.898,39.734,101.501
-0.197,-0.171,1.019,-27.222,39.551,97.656
-0.159,-0.194,1.009,-22.034,38.696,94.299
-0.156,-0.229,0.980,-19.226,35.461,91.675
-0.144,-0.264,0.927,-19.470,31.189,89.294
-0.141,-0.282,0.868,-22.461,25.879,87.280
-0.146,-0.275,0.814,-27.954,20.996,85.449
-0.138,-0.252,0.789,-34.241,18.677,83.252
-0.087,-0.226,0.801,-39.001,17.517,80.750
-0.049,-0.175,0.819,-42.358,18.494,77.576
0.010,-0.138,0.886,-41.870,19.348,74.585
0.082,-0.151,0.972,-38.513,16.968,71.655
0.129,-0.178,1.016,-37.109,13.184,70.557
0.128,-0.226,1.059,-38.269,9.583,70.068
0.113,-0.270,1.067,-41.260,9.399,67.749
0.104,-0.287,1.062,-43.640,9.827,62.012
0.106,-0.264,1.076,-42.480,11.169,53.223
0.110,-0.212,1.102,-37.354,14.893,44.189
0.148,-0.167,1.167,-30.090,17.273,35.522
0.209,-0.151,1.258,-24.109,15.015,29.480
0.243,-0.140,1.299,-23.926,9.155,27.039
0.245,-0.117,1.323,-29.541,1.709,26.794
0.218,-0.087,1.348,-37.170,-3.601,27.466
0.205,-0.056,1.398,-42.664,-6.531,26.428
0.193,-0.026,1.421,-45.288,-6.470,24.048
0.166,0.009,1.419,-44.861,-5.554,20.081
0.119,0.029,1.422,-38.879,-3.906,13.855
0.113,0.023,1.435,-26.978,-0.732,6.531
0.117,0.026,1.447,-16.052,1.648,0.000
0.100,0.056,1.448,-11.414,-0.488,-4.456
0.095,0.080,1.445,-10.620,-4.150,-6.897
0.064,0.109,1.431,-12.451,-8.484,-6.836
0.040,0.125,1.411,-15.076,-8.606,-5.249
0.023,0.140,1.383,-17.029,-4.822,-3.662
0.009,0.144,1.369,-16.846,-3.296,-2.502
0.000,0.127,1.341,-15.198,-1.160,-1.099
-0.016,0.104,1.303,-13.733,1.282,-0.549
-0.030,0.086,1.261,-12.329,2.014,-0.916
-0.043,0.079,1.223,-10.742,1.770,-2.319
-0.065,0.076,1.179,-8.362,1.587,-3.784
-0.089,0.069,1.131,-5.493,2.075,-5.676
0.350,0.320,1.918,-3.601,111.023,-24.231
0.283,0.297,1.981,-5.859,102.234,-21.484
0.494,0.154,1.981,-14.771,82.214,-18.555
0.403,0.214,2.036,-33.081,33.203,-10.010
0.404,0.204,1.926,-52.673,24.231,-2.258
0.336,0.223,1.778,-70.007,32.288,3.235
0.331,0.198,1.632,-78.369,42.786,6.836
0.302,0.132,1.554,-74.585,49.133,5.371
0.317,0.085,1.506,-58.472,56.763,1.465
0.374,0.044,1.631,-34.241,62.683,-3.662
0.496,0.057,1.992,-7.507,65.186,-10.742
0.561,0.062,2.214,14.343,66.711,-20.447
0.656,0.003,2.327,26.062,54.260,-20.142
0.751,-0.077,2.402,17.029,43.396,-16.296
0.770,-0.111,2.436,-2.075,36.926,-13.550
0.794,-0.168,2.392,-19.226,26.001,-11.353
0.851,-0.165,2.404,-30.518,13.916,-11.780
0.843,-0.133,2.520,-31.067,6.409,-20.020
0.827,-0.104,2.539,-20.081,-2.502,-32.959
0.822,-0.090,2.491,-1.221,-15.198,-46.265
0.830,-0.062,2.410,19.470,-25.879,-61.157
0.859,-0.030,2.432,42.358,-31.250,-78.247
0.881,0.015,2.500,65.308,-39.551,-94.055
0.917,0.040,2.532,85.022,-49.438,-106.384
0.932,0.048,2.511,97.290,-58.594,-115.906
0.936,0.075,2.450,102.417,-64.758,-124.451
0.927,0.105,2.357,104.065,-74.951,-132.141
0.889,0.160,2.213,105.957,-89.172,-139.465
0.889,0.171,2.097,109.863,-99.609,-148.254
0.866,0.188,1.920,111.511,-116.211,-157.227
0.857,0.199,1.700,112.549,-135.193,-165.771
0.822,0.220,1.465,110.901,-158.569,-173.340
0.734,0.234,1.185,106.140,-174.561,-180.786
0.684,0.240,0.841,100.586,-174.011,-187.744
0.493,0.309,0.520,91.125,-179.504,-192.261
0.323,0.358,0.120,83.130,-159.973,-196.167
0.129,0.420,-0.305,77.148,-121.704,-199.951
0.063,0.490,-0.613,70.313,-97.656,-202.515
0.033,0.585,-0.672,65.674,-105.225,-203.735
-0.151,0.724,-0.543,71.472,-145.142,-198.425
-0.262,0.748,-0.464,90.454,-164.062,-190.063
-0.252,0.673,-0.323,108.826,-158.569,-182.495
-0.216,0.703,-0.204,108.887,-145.630,-175.354
-0.233,0.795,-0.123,94.360,-136.230,-165.283
-0.276,0.873,-0.168,74.585,-127.747,-152.039
-0.421,1.036,-0.296,48.401,-103.149,-134.949
-0.640,1.277,-0.503,21.179,-75.439,-111.511
-0.927,1.517,-0.742,3.052,-30.762,-86.365
-1.167,1.669,-0.916,-0.732,23.193,-64.941
-1.223,1.623,-0.885,9.827,61.768,-52.979
-1.177,1.439,-0.591,35.095,54.382,-50.293
-1.056,1.212,-0.215,68.176,27.649,-51.270
-0.909,1.072,0.073,87.341,24.963,-52.063
-0.849,1.104,0.129,79.163,34.363,-43.701
-0.824,1.194,0.034,52.002,39.001,-23.865
-0.847,1.256,-0.051,23.743,35.095,5.188
-0.885,1.187,-0.127,2.930,34.546,37.659
-0.896,0.994,-0.181,-8.057,38.086,62.744
-0.860,0.740,-0.169,-7.751,38.452,75.378
-0.751,0.559,-0.035,0.305,32.532,79.041
-0.648,0.411,0.149,7.446,22.156,80.261
-0.531,0.289,0.332,6.775,10.742,82.153
-0.480,0.253,0.449,-2.075,0.610,86.304
-0.458,0.249,0.497,-16.052,-6.287,91.736
-0.452,0.247,0.521,-29.419,-10.254,99.121
-0.458,0.240,0.543,-41.077,-11.169,108.582
-0.454,0.214,0.584,-50.354,-11.169,118.530
-0.436,0.171,0.629,-57.983,-9.399,127.625
-0.418,0.118,0.679,-62.927,-6.836,134.888
-0.402,0.083,0.715,-65.002,-4.700,139.282
-0.380,0.076,0.760,-64.270,-2.258,140.808
-0.352,0.070,0.833,-60.547,1.099,140.991
-0.315,0.067,0.903,-55.176,6.531,140.442
-0.274,0.045,0.979,-47.913,12.146,139.893
-0.233,-0.001,1.054,-39.551,16.724,138.916
-0.185,-0.064,1.102,-31.799,20.691,138.184
-0.144,-0.121,1.128,-28.137,22.949,137.817
-0.119,-0.146,1.128,-29.114,24.353,137.756
-0.101,-0.174,1.123,-30.457,26.428,136.902
-0.080,-0.193,1.115,-30.029,29.175,135.010
-0.047,-0.208,1.106,-26.917,32.349,131.775
-0.003,-0.228,1.111,-20.752,35.156,127.136
0.041,-0.264,1.126,-12.085,36.011,121.643
0.071,-0.325,1.136,-2.686,33.325,115.784
0.069,-0.391,1.125,4.761,26.367,109.131
0.063,-0.456,1.077,6.470,19.958,102.722
0.044,-0.485,1.008,1.770,12.817,97.107
0.011,-0.480,0.943,-7.080,6.409,92.712
-0.025,-0.438,0.863,-17.029,2.319,89.111
-0.034,-0.390,0.820,-25.452,-0.610,86.853
-0.030,-0.369,0.774,-32.593,-2.930,85.144
-0.040,-0.326,0.730,-38.696,-5.676,83.435
-0.031,-0.257,0.707,-41.748,-2.197,80.811
-0.009,-0.179,0.718,-38.635,11.963,77.209
0.048,-0.139,0.784,-28.809,27.588,72.388
0.124,-0.151,0.928,-15.259,35.889,66.101
0.190,-0.168,1.068,-4.639,34.485,61.096
0.264,-0.210,1.148,-0.793,29.297,58.228
0.268,-0.241,1.170,-3.784,20.935,57.251
0.255,-0.241,1.182,-12.024,11.292,56.091
0.258,-0.237,1.185,-21.240,5.371,54.504
0.258,-0.224,1.171,-30.823,1.404,52.734
0.238,-0.197,1.117,-38.940,-1.526,50.720
0.221,-0.163,1.038,-42.908,-2.380,47.302
0.161,-0.120,1.004,-41.077,-3.052,42.175
0.159,-0.096,0.968,-33.447,7.935,34.912
0.175,-0.071,0.954,-22.461,20.874,27.161
0.149,-0.021,0.969,-10.620,24.963,20.630
0.201,-0.003,1.058,3.479,27.039,14.954
0.234,0.017,1.203,13.245,24.902,10.864
0.252,0.023,1.333,15.625,22.034,9.399
0.290,-0.005,1.415,12.512,25.391,10.315
0.295,-0.011,1.418,2.930,26.001,13.977
0.281,-0.046,1.371,-8.850,24.475,18.188
0.249,-0.061,1.294,-19.531,19.775,21.912
0.215,-0.062,1.216,-26.184,13.306,23.132
0.189,-0.056,1.157,-25.757,10.010,21.484
0.169,-0.057,1.146,-19.104,9.888,17.822
0.172,-0.075,1.171,-10.193,12.878,12.451
0.650,-0.202,2.199,-34.363,71.350,-20.691
0.494,-0.001,2.255,-54.504,24.292,-21.545
0.546,0.084,2.109,-70.618,16.541,-16.907
0.494,0.180,2.004,-84.534,14.954,-14.648
0.459,0.187,1.842,-89.233,12.451,-11.292
0.427,0.169,1.678,-84.778,12.024,-11.719
0.398,0.153,1.560,-73.853,13.123,-15.381
0.533,0.245,1.872,-52.368,15.381,-22.888
0.445,0.347,2.044,-16.357,29.724,-42.175
0.602,0.325,2.363,38.879,31.860,-47.302
0.690,0.044,2.331,76.477,27.649,-45.532
0.718,-0.068,2.286,69.458,10.986,-44.434
0.760,-0.157,2.194,41.504,13.855,-44.678
0.793,-0.157,2.035,14.099,16.541,-41.321
0.804,-0.158,1.920,-9.277,10.681,-35.583
0.855,-0.210,1.759,-26.917,7.874,-29.175
0.893,-0.292,1.712,-34.485,14.282,-29.480
0.917,-0.357,1.836,-27.710,17.822,-35.278
0.960,-0.422,1.902,-13.123,18.494,-46.265
1.053,-0.410,2.063,2.808,18.799,-60.364
1.077,-0.289,2.294,21.606,19.531,-79.102
1.101,-0.234,2.482,45.959,17.151,-92.957
1.193,-0.317,2.536,65.247,11.841,-98.694
1.237,-0.430,2.570,67.566,3.784,-103.943
1.226,-0.450,2.646,58.655,-10.925,-112.915
1.183,-0.430,2.707,49.927,-33.813,-123.657
1.151,-0.374,2.664,43.884,-51.270,-134.460
1.105,-0.288,2.533,38.086,-63.354,-146.484
1.024,-0.171,2.353,32.471,-81.238,-158.325
0.941,-0.085,2.139,31.067,-98.267,-170.166
0.874,0.013,1.928,34.180,-112.427,-181.641
0.780,0.115,1.695,38.635,-125.610,-192.505
0.734,0.193,1.498,44.250,-134.766,-201.355
0.659,0.286,1.236,49.561,-136.475,-207.336
0.569,0.396,0.954,50.171,-138.916,-208.679
0.399,0.497,0.629,47.485,-141.235,-205.383
0.219,0.562,0.280,43.701,-126.221,-199.097
0.050,0.613,-0.052,35.583,-97.534,-193.176
0.085,0.652,-0.335,21.118,-63.721,-188.538
0.126,0.684,-0.368,5.066,-65.186,-184.875
0.037,0.700,-0.269,0.000,-102.478,-180.725
-0.069,0.774,-0.248,12.024,-139.465,-173.584
-0.145,0.828,-0.290,29.175,-151.550,-166.992
-0.220,0.882,-0.385,39.063,-143.738,-158.875
-0.312,0.945,-0.448,37.109,-129.456,-144.409
-0.498,1.019,-0.599,21.973,-105.408,-123.596
-0.700,1.216,-0.793,-2.258,-57.861,-102.356
-0.958,1.526,-0.969,-25.085,2.319,-81.360
-1.261,1.841,-1.150,-39.001,72.754,-63.538
-1.357,1.926,-1.114,-33.020,128.296,-54.382
-1.440,1.813,-0.832,-8.118,116.272,-56.274
-1.521,1.677,-0.516,29.846,69.702,-58.899
-1.371,1.503,-0.292,62.317,73.486,-66.345
-1.152,1.493,-0.082,75.134,85.144,-69.946
-0.984,1.583,0.049,67.200,74.585,-52.124
-0.944,1.709,-0.007,45.349,62.256,-13.306
-0.932,1.541,-0.139,22.644,70.435,30.823
-0.854,1.105,-0.170,10.498,74.402,62.561
-0.735,0.718,0.022,15.137,55.237,78.064
-0.523,0.490,0.248,22.095,22.339,83.801
-0.350,0.385,0.498,22.339,-4.272,87.708
-0.227,0.324,0.683,14.404,-24.902,92.590
-0.167,0.323,0.778,1.587,-40.344,98.511
-0.144,0.358,0.792,-10.925,-49.316,106.567
-0.154,0.354,0.790,-21.057,-52.429,116.394
-0.146,0.332,0.791,-29.236,-51.392,125.305
-0.129,0.340,0.808,-36.804,-49.805,135.132
-0.123,0.322,0.831,-42.358,-46.509,144.653
-0.130,0.267,0.855,-46.082,-45.227,153.320
-0.139,0.205,0.857,-46.997,-45.776,160.156
-0.153,0.142,0.858,-44.556,-45.349,163.574
-0.158,0.075,0.871,-38.086,-40.588,162.109
-0.146,0.031,0.902,-28.870,-33.447,156.555
-0.134,0.002,0.958,-18.738,-28.198,148.987
-0.102,-0.012,0.998,-10.193,-20.081,141.541
-0.060,-0.031,1.044,-4.272,-10.559,135.193
-0.013,-0.043,1.091,-1.770,-5.249,130.920
0.019,-0.042,1.107,-2.625,-2.930,128.357
0.052,-0.041,1.105,-4.639,-3.052,127.380
0.063,-0.051,1.080,-5.310,-4.456,126.953
0.041,-0.083,1.039,-4.089,-4.272,126.404
0.048,-0.128,1.001,-2.136,-0.549,125.305
0.036,-0.172,1.003,0.183,2.319,123.657
0.037,-0.214,0.998,3.052,5.188,120.911
0.039,-0.232,1.002,5.920,7.690,116.882
0.073,-0.244,1.031,8.301,9.521,110.596
0.112,-0.260,1.077,9.827,10.193,104.675
0.114,-0.266,1.092,10.803,7.263,100.342
0.123,-0.278,1.074,9.827,2.502,96.436
0.121,-0.267,1.036,5.493,-4.028,93.323
0.125,-0.243,1.008,-1.038,-9.888,91.431
0.125,-0.210,0.986,-9.277,-15.137,91.797
0.121,-0.176,0.976,-19.409,-20.935,93.872
0.104,-0.157,0.967,-28.625,-26.917,95.825
0.092,-0.120,0.948,-34.790,-24.597,96.497
0.091,-0.096,0.939,-36.255,-17.517,95.886
0.101,-0.128,0.964,-32.593,-11.658,93.079
0.116,-0.172,1.017,-26.489,-9.033,88.074
0.140,-0.202,1.087,-20.752,-8.057,81.482
0.157,-0.227,1.128,-17.761,-9.766,74.951
0.153,-0.229,1.149,-17.944,-13.489,68.481
0.145,-0.231,1.170,-19.043,-16.113,61.951
0.139,-0.228,1.141,-21.484,-18.982,55.786
0.111,-0.200,1.091,-25.269,-23.804,51.331
0.071,-0.187,1.021,-29.297,-28.809,48.340
0.028,-0.172,0.927,-33.997,-31.250,46.509
-0.027,-0.138,0.848,-38.086,-30.518,44.678
-0.047,-0.092,0.798,-39.246,-26.917,42.114
-0.052,-0.054,0.771,-39.978,-20.020,39.246
-0.039,-0.028,0.811,-38.879,-12.756,36.438
-0.042,-0.008,0.858,-36.682,-5.737,32.593
-0.035,-0.031,0.901,-31.616,-0.549,28.198
-0.036,-0.059,0.923,-24.719,2.136,23.254
-0.056,-0.043,0.872,-17.456,2.991,17.822
-0.077,0.000,0.824,-11.414,6.042,11.108
-0.074,0.072,0.818,-5.859,12.634,5.005
-0.050,0.124,0.857,0.671,21.240,1.343
-0.002,0.147,0.931,6.714,30.273,-0.549
0.057,0.131,1.005,9.705,38.452,-0.305
-0.045,2.310,3.865,21.240,159.668,-135.803
1.245,1.077,4.000,191.895,188.782,-144.348
1.237,0.237,3.250,273.193,94.421,-45.593
1.000,-0.545,2.292,210.571,24.719,12.695
1.002,-1.010,1.721,93.689,11.658,22.827
0.865,-1.031,1.577,-22.705,-5.005,16.968
0.668,-0.881,1.480,-95.154,-38.086,2.808
0.603,-0.651,1.282,-117.432,-62.927,-11.169
0.558,-0.375,1.350,-104.919,-61.768,-33.691
0.528,-0.138,1.521,-64.392,-39.673,-60.242
0.590,-0.019,1.637,-7.629,-10.498,-80.383
0.696,-0.040,1.825,46.021,12.390,-92.896
0.775,-0.096,2.011,80.872,26.367,-102.112
0.865,-0.126,2.213,96.741,40.222,-108.765
0.955,-0.167,2.445,100.525,49.683,-113.159
1.006,-0.184,2.592,96.375,46.021,-116.272
1.021,-0.211,2.654,87.708,32.288,-118.347
0.992,-0.233,2.615,74.036,14.099,-122.437
0.951,-0.149,2.521,60.181,-8.789,-128.784
0.866,-0.037,2.387,51.208,-37.415,-136.658
0.815,0.062,2.230,47.607,-62.317,-145.447
0.727,0.174,2.058,44.434,-82.336,-153.381
0.650,0.298,1.862,43.030,-98.145,-159.546
0.606,0.417,1.627,44.373,-109.009,-162.292
0.541,0.498,1.354,47.119,-112.854,-164.612
0.496,0.567,1.141,51.758,-112.305,-167.664
0.448,0.662,0.953,55.603,-121.216,-171.509
0.417,0.717,0.766,61.340,-122.253,-177.795
0.286,0.757,0.572,68.909,-121.704,-185.730
0.262,0.730,0.336,78.491,-108.032,-193.665
0.231,0.740,0.170,84.534,-96.313,-198.059
0.267,0.778,0.126,80.505,-110.168,-193.359
0.250,0.794,0.161,62.500,-147.034,-178.711
0.198,0.832,0.094,30.273,-182.190,-154.175
0.122,0.921,0.005,-5.310,-205.261,-127.625
0.017,0.930,-0.147,-30.212,-211.731,-104.797
-0.084,0.925,-0.360,-39.856,-206.177,-85.144
-0.336,0.875,-0.528,-41.748,-191.101,-67.993
-0.522,0.887,-0.778,-42.908,-152.954,-59.265
-0.763,0.948,-0.948,-34.180,-102.417,-53.040
-0.992,1.105,-1.059,-19.348,-47.424,-49.927
-1.029,1.230,-0.993,-2.014,12.695,-47.119
-0.958,1.214,-0.754,15.930,37.354,-45.532
-1.110,1.182,-0.580,31.982,16.602,-38.452
-1.255,1.058,-0.600,43.213,22.644,-33.508
-1.262,0.894,-0.594,46.753,52.979,-39.673
-1.232,0.998,-0.470,47.607,54.688,-43.457
-1.355,1.268,-0.604,41.504,55.969,-26.611
-1.396,1.166,-0.732,27.588,95.093,-6.958
-1.351,0.813,-0.616,29.175,98.755,-3.235
-1.085,0.590,-0.260,53.589,50.537,-4.761
-0.707,0.574,0.119,60.242,14.954,0.854
-0.449,0.608,0.489,38.879,-10.803,19.897
-0.366,0.623,0.660,3.601,-30.273,46.265
-0.364,0.640,0.691,-28.137,-38.635,72.327
-0.405,0.645,0.681,-48.767,-36.377,94.238
-0.442,0.594,0.657,-59.326,-29.053,111.267
-0.478,0.535,0.629,-63.232,-24.963,122.620
-0.479,0.501,0.639,-61.218,-23.315,127.441
-0.437,0.457,0.717,-51.941,-20.142,126.892
-0.401,0.399,0.814,-38.574,-16.357,123.962
-0.354,0.336,0.883,-25.879,-11.780,121.765
-0.344,0.279,0.922,-16.785,-8.911,121.338
-0.333,0.232,0.922,-12.695,-3.784,122.375
-0.333,0.180,0.887,-12.390,2.380,125.244
-0.347,0.145,0.826,-13.306,10.498,128.479
-0.353,0.098,0.794,-11.536,20.325,130.066
-0.333,0.062,0.802,-7.324,31.799,128.235
-0.298,0.043,0.832,-0.366,42.114,123.657
-0.255,0.023,0.869,11.292,50.964,117.859
-0.191,-0.010,0.920,24.475,57.190,112.244
-0.140,-0.042,0.957,33.081,60.547,108.032
-0.082,-0.074,0.975,36.438,62.988,104.919
-0.040,-0.108,0.980,35.706,62.927,104.065
-0.032,-0.132,0.954,31.860,59.937,104.431
-0.025,-0.158,0.927,27.039,56.763,104.675
-0.016,-0.165,0.910,22.522,53.467,103.821
0.005,-0.156,0.868,18.311,51.025,101.990
0.010,-0.132,0.826,16.724,47.180,99.426
0.031,-0.112,0.824,19.470,41.687,96.558
0.071,-0.123,0.838,23.071,35.767,94.482
0.121,-0.138,0.854,22.095,29.419,94.727
0.148,-0.149,0.847,13.916,22.339,96.558
0.151,-0.140,0.831,1.587,15.930,98.755
0.170,-0.121,0.847,-9.766,9.827,100.464
0.189,-0.118,0.881,-20.264,2.502,101.440
0.191,-0.116,0.887,-29.541,-5.676,102.356
0.176,-0.134,0.847,-38.330,-15.625,103.882
0.128,-0.149,0.771,-46.936,-23.926,104.614
0.080,-0.159,0.714,-52.734,-28.381,103.882
0.045,-0.171,0.652,-55.298,-29.358,101.257
0.019,-0.173,0.615,-54.993,-26.489,96.008
0.006,-0.154,0.613,-52.551,-20.081,89.539
0.012,-0.114,0.644,-48.523,-8.728,83.252
0.060,-0.085,0.708,-43.518,0.122,77.209
0.111,-0.095,0.823,-38.147,5.737,72.083
0.172,-0.088,0.932,-36.621,9.033,67.993
0.230,-0.082,1.038,-37.109,8.972,65.430
0.274,-0.101,1.131,-37.598,5.310,62.866
0.289,-0.146,1.180,-40.039,-1.282,59.814
0.252,-0.173,1.174,-45.288,-8.057,55.908
0.186,-0.180,1.113,-51.147,-11.841,50.049
0.117,-0.152,1.004,-53.955,-11.719,43.030
0.064,-0.084,0.903,-52.612,-8.850,34.058
0.021,0.020,0.880,-44.861,0.610,23.254
0.041,0.109,0.941,-30.212,15.503,13.733
0.159,0.140,1.127,-14.587,26.306,6.958
0.222,0.150,1.332,-7.507,22.400,6.348
0.290,0.154,1.466,-7.812,15.808,9.216
0.304,0.132,1.549,-14.221,11.963,14.038
0.288,0.098,1.539,-24.292,11.719,17.822
0.247,0.057,1.501,-33.508,8.972,19.653
0.185,0.079,1.372,-41.260,3.052,20.203
0.126,0.109,1.240,-45.349,-1.648,19.531
0.084,0.114,1.174,-43.030,-2.563,16.113
0.051,0.137,1.159,-35.950,0.488,10.498
0.050,0.159,1.179,-24.475,7.324,3.906
0.070,0.160,1.246,-11.169,14.526,-1.892
0.096,0.159,1.340,-1.648,19.958,-5.249
0.546,0.187,2.367,68.726,85.999,-63.660
0.670,0.142,2.520,103.088,68.787,-63.660
0.722,-0.108,2.717,122.559,44.556,-58.594
0.730,-0.268,2.536,114.197,25.452,-52.429
0.687,-0.297,2.245,70.557,12.695,-46.387
0.654,-0.281,1.882,19.714,9.338,-41.992
0.604,-0.224,1.624,-15.442,6.592,-38.879
0.613,-0.168,1.518,-27.771,7.263,-37.903
0.709,-0.110,1.623,-24.719,6.531,-38.208
0.839,-0.135,1.936,-16.296,-0.671,-38.086
0.951,-0.208,2.140,-13.000,-12.024,-35.828
1.045,-0.232,2.302,-24.231,-26.306,-32.227
1.074,-0.244,2.547,-36.194,-39.185,-34.058
1.008,-0.181,2.627,-36.194,-45.349,-41.504
0.963,-0.156,2.495,-21.667,-52.856,-48.767
0.927,-0.171,2.310,-3.113,-52.612,-57.617
0.897,-0.166,2.229,13.245,-47.791,-70.557
0.897,-0.116,2.228,27.405,-46.082,-85.632
0.903,-0.080,2.274,41.992,-53.406,-98.145
0.915,-0.088,2.284,55.786,-62.744,-107.422
0.926,-0.108,2.197,63.843,-70.313,-115.906
0.905,-0.099,2.043,64.819,-82.520,-124.207
0.854,-0.073,1.808,59.998,-98.267,-131.348
0.858,0.026,1.565,50.415,-110.596,-137.695
0.848,0.148,1.338,39.978,-119.751,-143.433
0.830,0.261,1.149,31.921,-139.771,-147.034
0.818,0.323,0.988,32.471,-151.794,-147.461
0.815,0.374,0.861,39.612,-153.320,-149.963
0.725,0.377,0.766,51.208,-148.560,-154.175
