aX,aY,aZ,gX,gY,gZ
-0.569,-0.561,1.638,26.611,-25.208,-33.142
-0.540,-0.629,1.678,26.611,-24.292,-26.794
-0.544,-0.631,1.681,27.100,-30.640,-23.315
-0.514,-0.618,1.624,28.625,-36.011,-18.738
-0.513,-0.608,1.556,30.640,-36.438,-12.695
-0.467,-0.605,1.528,34.668,-32.471,-7.385
-0.441,-0.589,1.497,40.161,-26.917,-3.723
-0.428,-0.541,1.471,46.326,-20.264,-0.732
-0.422,-0.500,1.465,52.307,-11.658,2.014
-0.419,-0.466,1.465,56.580,-3.906,5.005
-0.418,-0.439,1.464,60.364,2.075,8.118
-0.421,-0.414,1.464,64.819,5.737,10.864
-0.427,-0.385,1.446,69.214,6.470,13.916
-0.422,-0.359,1.416,72.632,4.944,17.151
-0.406,-0.350,1.375,75.134,2.502,20.203
-0.386,-0.338,1.320,77.698,-0.183,23.071
-0.371,-0.330,1.256,80.627,-2.441,25.513
-0.341,-0.317,1.217,82.581,-3.174,27.161
-0.323,-0.314,1.160,84.167,-3.723,28.381
-0.295,-0.309,1.105,85.571,-2.625,29.785
0.600,0.052,2.250,-94.299,-5.676,127.075
0.711,0.087,2.404,-85.327,8.423,122.375
0.809,0.133,2.528,-77.942,13.672,114.075
0.815,0.139,2.612,-73.669,12.207,103.333
0.941,0.169,2.758,-69.946,8.301,92.285
0.982,0.163,2.813,-62.500,1.282,87.341
0.915,-0.086,2.941,-53.223,-4.639,82.825
1.172,0.005,2.843,-41.931,-13.550,53.406
1.297,0.098,2.824,-24.353,-18.250,21.179
0.910,0.078,2.593,-10.742,-17.273,37.109
0.843,0.040,2.529,0.916,4.761,53.223
0.728,-0.031,2.459,18.127,25.635,57.861
0.681,-0.113,2.351,34.363,53.284,62.500
0.653,-0.245,2.274,45.288,76.965,60.791
0.562,-0.318,2.199,54.077,85.449,52.429
0.468,-0.347,2.159,60.974,83.679,42.419
0.241,-0.407,2.007,63.904,82.336,35.706
0.283,-0.452,1.986,64.148,94.421,26.428
0.167,-0.451,2.002,70.740,86.853,21.851
0.017,-0.471,1.963,77.820,71.594,26.001
0.015,-0.467,1.902,81.116,67.505,25.269
0.056,-0.403,1.842,85.388,63.721,21.973
0.071,-0.364,1.762,93.201,61.951,19.775
0.084,-0.298,1.687,104.187,62.317,16.296
0.098,-0.222,1.628,118.347,60.913,11.902
0.093,-0.147,1.532,133.911,52.734,7.446
0.108,-0.050,1.419,147.644,39.124,2.197
0.062,0.045,1.264,157.898,22.644,-3.235
0.026,0.141,1.032,162.781,11.353,-7.385
0.033,0.225,0.808,161.255,17.944,-10.254
0.116,0.279,0.616,157.776,33.081,-13.367
0.244,0.322,0.469,154.602,51.697,-15.076
0.273,0.362,0.380,153.259,66.223,-15.503
0.309,0.381,0.326,151.917,76.721,-18.005
0.317,0.409,0.261,150.452,81.238,-23.193
0.315,0.453,0.171,148.621,80.994,-29.358
0.310,0.512,0.065,145.752,81.482,-33.691
0.336,0.580,-0.040,142.761,82.336,-35.461
0.383,0.628,-0.172,139.893,81.604,-34.180
0.440,0.703,-0.300,135.986,77.454,-31.372
0.501,0.783,-0.440,131.409,72.815,-28.870
0.556,0.874,-0.600,124.023,70.435,-26.428
0.623,1.014,-0.760,112.915,70.923,-26.611
0.597,1.059,-0.892,99.731,71.228,-27.954
0.573,1.104,-0.964,83.252,69.153,-35.400
0.516,1.118,-0.997,63.965,66.589,-46.021
0.444,1.115,-1.004,41.016,62.561,-55.786
0.324,1.081,-0.999,17.700,55.176,-63.049
0.215,1.046,-0.964,-4.761,44.128,-68.359
0.128,0.986,-0.943,-25.635,28.442,-73.242
0.078,0.945,-0.935,-47.180,11.536,-75.806
0.043,0.899,-0.928,-68.970,-2.258,-75.256
0.011,0.852,-0.905,-90.515,-13.733,-73.364
-0.027,0.818,-0.866,-112.122,-24.719,-71.655
-0.041,0.689,-0.755,-133.179,-32.898,-71.716
-0.017,0.724,-0.684,-155.457,-41.626,-81.421
-0.034,0.665,-0.584,-175.781,-47.241,-89.661
-0.082,0.612,-0.459,-194.641,-46.509,-99.060
-0.121,0.552,-0.275,-211.731,-39.978,-107.483
-0.153,0.447,-0.026,-229.431,-29.053,-110.718
-0.205,0.384,0.334,-248.291,-24.719,-111.023
-0.229,0.286,0.817,-265.564,-24.536,-108.887
-0.243,0.164,1.404,-276.978,-27.527,-104.919
-0.261,-0.019,2.001,-275.269,-33.936,-102.600
-0.274,-0.211,2.545,-260.437,-36.133,-100.708
-0.332,-0.392,2.921,-235.596,-34.729,-101.685
-0.451,-0.496,3.082,-201.294,-37.842,-108.154
-0.564,-0.504,3.185,-161.926,-46.448,-117.981
-0.690,-0.495,3.246,-128.784,-52.979,-126.770
-0.831,-0.519,3.229,-108.032,-54.810,-128.967
-0.958,-0.599,3.208,-92.773,-51.758,-122.559
-1.038,-0.720,3.171,-75.806,-47.546,-110.413
-1.065,-0.815,3.078,-55.481,-47.485,-99.609
-1.121,-0.870,2.909,-33.325,-54.260,-92.285
-1.067,-0.889,2.715,-13.794,-59.570,-87.524
-1.070,-0.886,2.480,2.502,-67.017,-84.412
-1.516,-0.915,2.110,18.616,-73.059,-70.740
-0.876,-0.881,2.183,35.034,-63.965,-62.988
-1.042,-0.764,2.003,54.749,-98.572,-67.261
-0.968,-0.670,1.695,59.692,-100.830,-58.838
-0.939,-0.583,1.430,57.800,-79.102,-47.668
-0.769,-0.568,1.321,54.443,-49.072,-30.762
-0.702,-0.662,1.317,54.810,-31.494,-14.038
-0.690,-0.676,1.339,54.260,-24.170,-5.127
-0.654,-0.672,1.335,49.194,-13.794,0.916
-0.581,-0.662,1.323,41.931,-4.089,6.836
-0.504,-0.666,1.322,36.987,1.343,12.512
-0.451,-0.649,1.353,37.109,2.991,17.273
-0.403,-0.631,1.377,40.527,4.700,20.752
-0.370,-0.596,1.373,43.762,7.812,22.827
-0.334,-0.562,1.356,47.119,12.451,22.827
-0.310,-0.525,1.330,50.964,16.846,21.729
-0.296,-0.484,1.297,55.420,19.409,20.447
-0.308,-0.450,1.264,60.364,20.447,20.081
-0.321,-0.411,1.222,64.575,19.409,19.043
-0.329,-0.386,1.173,66.589,16.418,17.334
-0.322,-0.352,1.116,67.078,11.719,15.442
-0.333,-0.338,1.066,66.772,6.104,14.771
-0.334,-0.325,1.008,66.162,0.671,15.747
-0.333,-0.314,0.960,65.308,-2.380,17.700
-0.324,-0.306,0.918,64.880,-3.784,20.081
-0.305,-0.310,0.883,63.904,-3.723,22.705
-0.286,-0.317,0.862,62.744,-2.502,24.780
-0.264,-0.333,0.853,62.805,0.122,26.489
-0.245,-0.345,0.841,63.782,1.770,27.161
-0.235,-0.353,0.833,65.125,1.770,26.428
-0.221,-0.360,0.816,66.345,1.526,25.024
-0.213,-0.357,0.785,67.139,-0.061,23.682
-0.206,-0.352,0.757,67.871,-1.770,22.827
-0.196,-0.356,0.732,67.871,-2.136,23.376
-0.187,-0.366,0.704,67.932,-1.160,24.780
-0.172,-0.377,0.675,67.627,-0.122,25.818
-0.172,-0.390,0.647,66.711,1.038,26.978
-0.165,-0.395,0.622,65.796,2.930,28.503
-0.147,-0.396,0.594,64.941,4.211,28.931
-0.126,-0.393,0.560,63.843,4.272,28.198
-0.117,-0.387,0.519,61.340,3.845,27.222
-0.115,-0.380,0.481,57.556,3.845,26.367
-0.103,-0.377,0.454,53.650,5.127,25.146
-1.538,-0.095,-1.206,-26.367,12.329,-22.461
-1.713,0.042,-1.313,-33.142,25.818,-8.728
-1.881,0.230,-1.301,-44.495,34.912,10.620
-1.955,0.326,-1.139,-63.110,43.640,36.316
-1.958,0.390,-0.925,-86.731,37.048,63.477
-1.969,0.332,-0.668,-113.708,6.592,86.609
-1.815,0.437,-0.447,-143.982,-34.607,94.788
-1.592,0.439,-0.182,-171.082,-74.768,105.286
-1.384,0.423,0.080,-192.322,-117.065,119.629
-1.140,0.500,0.293,-211.304,-151.306,132.690
-0.843,0.577,0.553,-227.600,-168.030,144.348
-0.552,0.581,0.894,-241.394,-164.001,153.442
-0.298,0.560,1.267,-249.817,-142.151,158.386
-0.075,0.385,1.702,-245.544,-113.037,154.907
0.104,0.258,2.045,-234.009,-80.139,145.996
0.171,0.148,2.305,-220.276,-47.424,137.390
0.199,0.114,2.485,-201.538,-21.423,130.127
0.199,0.117,2.646,-180.481,-6.348,125.366
0.233,0.102,2.809,-161.011,-3.784,121.582
0.339,0.092,2.944,-147.766,-11.047,116.516
0.425,0.095,3.030,-139.221,-23.621,110.657
0.569,0.078,3.119,-133.728,-34.302,102.234
0.695,0.040,3.191,-130.188,-38.391,92.712
0.760,0.008,3.236,-124.512,-38.574,83.008
0.777,-0.018,3.269,-115.112,-34.241,73.608
1.035,0.132,3.222,-101.379,-27.527,67.383
0.569,-0.124,3.122,-78.674,-27.588,63.110
0.760,0.032,3.183,-57.068,-12.756,40.344
0.450,0.073,3.031,-32.959,-7.385,42.358
0.472,0.096,2.891,-15.991,24.475,54.688
0.502,0.073,2.920,6.165,46.204,64.453
0.245,0.002,2.916,34.363,35.217,77.148
0.271,0.019,2.850,52.429,37.659,77.637
0.227,0.003,2.702,63.293,49.255,69.275
0.350,0.045,2.652,73.059,62.805,60.242
0.272,0.040,2.656,89.966,60.974,53.528
0.235,0.067,2.606,106.201,57.190,48.157
0.235,0.093,2.532,117.432,62.256,42.725
0.213,0.130,2.424,127.014,64.453,39.612
0.206,0.169,2.299,137.085,68.237,38.330
0.201,0.187,2.165,146.729,70.496,38.391
0.210,0.222,2.009,156.494,66.528,37.354
0.204,0.255,1.839,166.382,56.885,34.790
0.220,0.290,1.664,174.744,43.274,30.884
0.230,0.316,1.461,179.993,28.931,25.818
0.254,0.341,1.229,183.472,15.991,19.409
0.233,0.365,0.991,185.181,5.615,10.254
0.241,0.391,0.767,183.594,-0.305,-1.953
0.236,0.439,0.571,178.162,-0.732,-13.916
0.249,0.494,0.354,169.250,7.690,-21.790
0.248,0.510,0.140,159.546,23.804,-23.621
0.242,0.523,-0.025,150.635,46.021,-22.583
0.228,0.518,-0.124,141.357,71.472,-20.874
0.231,0.497,-0.222,132.996,95.276,-17.639
0.242,0.478,-0.342,127.869,113.953,-12.085
0.262,0.492,-0.464,126.465,126.099,-6.226
0.278,0.535,-0.618,126.160,130.493,-3.906
0.317,0.623,-0.781,124.023,126.892,-4.395
0.335,0.766,-0.949,119.446,114.563,-8.728
0.260,0.851,-1.149,111.389,92.041,-18.555
0.220,1.029,-1.412,95.032,69.458,-30.884
0.166,1.145,-1.644,72.449,53.528,-39.368
0.094,1.198,-1.832,46.875,46.753,-40.344
0.036,1.183,-1.925,19.531,48.767,-41.382
-0.029,1.134,-1.895,-7.568,53.833,-44.373
-0.081,1.072,-1.780,-34.241,56.946,-46.936
-0.121,1.011,-1.600,-58.411,55.725,-47.607
-0.124,0.948,-1.424,-79.346,48.157,-49.438
-0.093,0.899,-1.244,-97.839,34.851,-53.101
-0.071,0.883,-1.101,-114.197,17.822,-58.289
-0.007,0.869,-0.941,-129.822,5.920,-63.660
0.068,0.827,-0.721,-143.311,-1.465,-68.237
-0.001,0.729,-0.517,-156.372,-9.094,-72.510
0.122,0.857,-0.275,-174.377,-10.986,-81.970
0.182,0.809,0.136,-191.772,-7.568,-83.435
0.194,0.668,0.539,-208.618,-9.583,-78.613
0.238,0.479,1.059,-221.130,-13.855,-75.012
0.328,0.169,1.764,-222.717,-18.494,-77.271
0.276,-0.120,2.228,-226.135,-24.719,-84.412
0.184,-0.250,2.436,-221.436,-43.579,-103.577
0.035,-0.286,2.506,-199.951,-73.242,-132.996
-0.186,-0.289,2.545,-174.194,-90.149,-159.851
-0.449,-0.282,2.595,-149.475,-84.656,-172.791
-0.685,-0.267,2.661,-126.770,-63.171,-171.631
-0.887,-0.342,2.747,-107.239,-37.659,-160.706
-1.046,-0.481,2.823,-91.248,-20.508,-146.484
-1.179,-0.605,2.847,-78.247,-18.250,-137.024
-1.284,-0.701,2.819,-67.993,-31.555,-133.667
-1.382,-0.750,2.705,-59.875,-55.359,-132.812
-1.421,-0.767,2.553,-52.429,-79.529,-131.470
-1.456,-0.750,2.364,-42.908,-95.581,-127.747
-1.345,-0.773,2.239,-32.288,-93.872,-118.652
-1.324,-0.810,2.136,-20.569,-85.144,-104.919
-1.340,-0.687,1.934,-9.094,-72.449,-86.548
-0.972,-0.839,1.996,2.502,-47.546,-63.538
-1.090,-0.895,1.987,20.081,-54.321,-70.190
-1.067,-0.825,1.861,29.724,-69.336,-69.153
-1.057,-0.761,1.608,26.917,-60.913,-61.829
-0.928,-0.703,1.448,24.231,-44.373,-47.729
-0.865,-0.771,1.440,29.663,-32.837,-33.508
-0.860,-0.769,1.481,35.645,-34.668,-26.428
-0.897,-0.745,1.440,34.241,-36.011,-23.621
-0.884,-0.703,1.381,28.442,-30.884,-20.264
-0.830,-0.671,1.370,26.367,-24.109,-14.160
-0.808,-0.624,1.390,30.945,-21.912,-5.737
-0.804,-0.578,1.396,38.330,-19.958,3.357
-0.771,-0.526,1.379,44.861,-12.695,13.672
-0.731,-0.487,1.338,51.331,-3.418,22.522
-0.688,-0.437,1.322,58.838,5.371,29.663
-0.666,-0.406,1.317,65.491,10.254,34.851
-0.651,-0.380,1.302,69.519,8.728,36.682
-0.646,-0.353,1.269,71.289,2.563,36.011
-0.637,-0.328,1.219,72.937,-4.883,35.461
-0.620,-0.307,1.162,74.646,-12.695,36.133
-0.602,-0.284,1.105,75.989,-20.325,37.598
-0.582,-0.263,1.037,76.355,-27.161,38.757
-0.554,-0.245,0.962,75.745,-31.860,40.588
-0.530,-0.224,0.893,75.256,-33.875,43.640
-0.502,-0.207,0.823,74.951,-33.142,47.424
-1.700,-0.187,-0.867,-102.844,-68.665,-26.367
-1.883,-0.057,-0.869,-99.609,-44.922,-9.521
-1.988,0.051,-0.774,-94.238,-15.076,12.878
-2.094,0.205,-0.621,-95.215,10.132,40.222
-2.122,0.315,-0.369,-102.661,24.658,67.505
-2.085,0.381,-0.052,-114.075,19.470,91.614
-1.970,0.449,0.280,-129.822,-8.972,111.816
-1.682,0.639,0.601,-149.170,-54.199,128.845
-1.275,0.793,0.909,-172.363,-99.243,148.682
-0.795,0.800,1.228,-193.909,-125.183,170.837
-0.348,0.680,1.749,-201.721,-134.460,185.913
0.084,0.441,2.325,-207.275,-123.901,191.589
0.505,0.217,2.618,-216.980,-94.421,189.453
0.789,0.030,2.737,-214.417,-63.477,173.889
0.943,-0.062,2.788,-190.979,-34.912,150.635
1.007,-0.066,2.808,-156.311,-1.648,131.042
1.009,0.026,2.872,-119.934,34.546,121.826
1.032,0.082,3.041,-87.402,68.542,119.080
1.074,0.102,3.239,-65.247,94.604,120.422
1.578,0.125,3.459,-50.842,106.628,121.704
1.040,-0.119,3.578,-38.208,81.970,115.417
1.219,-0.025,3.634,-25.940,61.829,78.857
1.186,0.052,3.517,-7.019,35.583,56.763
0.942,0.030,3.366,13.000,7.324,60.303
0.950,0.178,3.068,24.658,13.245,65.674
0.805,0.016,2.946,45.898,11.230,83.557
0.662,-0.126,2.885,62.805,5.188,92.102
0.603,-0.103,2.656,71.289,6.470,80.933
0.626,-0.077,2.508,84.167,9.583,64.880
0.524,-0.139,2.385,97.778,18.860,61.340
0.409,-0.140,2.239,108.826,35.706,63.721
0.394,-0.133,2.129,119.019,59.448,61.340
0.413,-0.137,2.058,131.531,80.383,57.007
0.378,-0.136,1.989,144.714,87.402,53.528
0.322,-0.085,1.883,155.762,84.412,47.668
0.281,-0.027,1.756,165.649,75.317,40.039
0.245,0.041,1.607,172.180,60.852,31.189
0.225,0.137,1.431,175.232,43.640,23.376
0.237,0.246,1.257,176.575,26.611,19.104
0.291,0.306,1.104,174.561,14.709,18.860
0.331,0.336,0.937,167.358,11.169,18.250
0.404,0.390,0.791,157.654,18.677,13.855
0.414,0.373,0.676,149.780,36.072,11.108
0.435,0.395,0.581,144.287,53.955,3.479
0.450,0.417,0.514,143.616,71.106,-6.531
0.489,0.447,0.487,146.790,84.961,-16.113
0.458,0.489,0.397,152.405,91.064,-23.682
0.414,0.552,0.311,157.288,94.788,-29.968
0.401,0.593,0.203,158.142,99.182,-34.973
0.381,0.642,0.043,155.273,103.394,-37.292
0.358,0.724,-0.144,152.710,104.980,-36.621
0.357,0.803,-0.354,148.865,107.117,-33.997
0.384,0.889,-0.541,141.296,111.755,-28.687
0.440,0.998,-0.767,133.240,112.305,-21.423
0.414,1.061,-0.976,125.793,108.032,-14.038
0.399,1.157,-1.175,115.967,96.741,-17.700
0.304,1.218,-1.370,102.417,83.069,-23.376
0.234,1.340,-1.589,84.412,69.702,-30.945
0.176,1.463,-1.801,63.904,55.969,-38.818
0.099,1.578,-1.924,33.936,44.922,-45.105
-0.019,1.559,-1.961,-3.174,35.706,-46.875
-0.085,1.479,-1.913,-43.213,30.090,-47.241
-0.145,1.390,-1.824,-80.200,22.888,-46.265
-0.168,1.314,-1.720,-112.854,16.113,-43.213
-0.179,1.255,-1.564,-141.785,10.071,-39.429
-0.136,1.182,-1.387,-167.542,4.883,-37.781
-0.062,1.088,-1.147,-190.796,-3.479,-40.833
-0.014,1.050,-0.951,-211.060,-18.005,-50.232
0.010,1.023,-0.727,-227.661,-28.137,-63.538
0.031,0.961,-0.449,-243.347,-34.363,-83.069
0.170,1.142,-0.133,-261.475,-40.222,-104.919
0.195,1.140,0.474,-276.917,-49.011,-111.633
0.210,0.990,1.145,-290.527,-61.218,-114.746
0.230,0.595,2.178,-299.927,-65.674,-117.554
0.236,0.315,2.742,-319.214,-43.701,-117.676
0.162,0.011,3.225,-308.777,-41.992,-124.878
-0.006,-0.129,3.517,-269.714,-60.669,-143.921
-0.282,-0.175,3.636,-221.863,-82.214,-169.800
-0.567,-0.153,3.631,-176.880,-96.924,-191.345
-0.853,-0.152,3.471,-141.357,-103.699,-199.524
-1.121,-0.168,3.290,-113.159,-103.699,-193.848
-1.289,-0.237,3.158,-90.393,-99.731,-176.270
-1.369,-0.363,3.031,-74.341,-93.384,-152.588
-1.360,-0.500,2.867,-61.157,-87.036,-129.272
-1.311,-0.612,2.683,-47.302,-82.825,-110.535
-1.308,-0.713,2.489,-30.701,-83.618,-97.717
-0.703,-0.529,2.316,-15.137,-84.717,-90.881
-1.390,-0.957,2.155,0.305,-92.346,-78.308
-1.067,-0.919,2.346,14.832,-101.318,-91.858
-2.699,-1.987,4.000,12.756,-115.417,-89.355
-0.764,-0.849,2.488,-39.490,-4.028,-61.401
-0.592,-0.622,1.408,30.212,-102.539,-68.420
-0.601,-0.470,1.247,122.925,-194.458,-73.181
-0.602,-0.760,1.207,134.399,-196.045,-39.551
-0.877,-0.969,1.186,82.031,-188.660,-35.095
-0.910,-0.845,1.196,39.734,-148.071,-46.936
-0.732,-1.048,1.221,14.771,-71.777,-46.448
-0.798,-1.031,1.216,10.986,0.793,-31.128
-0.820,-0.944,1.288,38.696,36.804,-19.287
-0.731,-0.821,1.412,70.190,44.861,-8.423
-0.782,-0.794,1.456,81.482,43.213,5.676
-0.793,-0.772,1.478,76.965,36.133,14.709
-0.755,-0.772,1.447,69.153,22.827,16.418
-0.682,-0.744,1.391,64.026,6.897,15.686
-0.628,-0.715,1.329,62.622,-7.446,17.212
-0.599,-0.687,1.275,63.904,-17.700,20.081
-0.580,-0.654,1.211,65.796,-21.851,23.376
-0.567,-0.611,1.146,67.871,-21.118,25.818
-0.549,-0.567,1.087,68.970,-16.968,27.527
-0.549,-0.535,1.025,68.848,-10.254,29.480
-0.534,-0.497,0.994,67.993,-2.441,31.555
-0.530,-0.471,0.967,67.505,4.700,34.363
-0.529,-0.443,0.940,66.833,10.803,37.109
-0.518,-0.412,0.906,66.406,14.526,39.368
-0.504,-0.380,0.877,65.125,15.564,41.077
-0.486,-0.354,0.852,63.721,15.625,43.701
-0.460,-0.354,0.844,62.500,14.648,46.692
-0.431,-0.357,0.818,61.340,12.146,48.401
-0.408,-0.340,0.787,61.218,7.751,48.767
-1.900,0.095,-0.847,-124.817,-111.145,-21.545
-2.027,0.214,-0.820,-134.521,-98.206,1.587
-2.067,0.265,-0.708,-136.475,-68.420,32.715
-2.097,0.318,-0.521,-135.071,-43.518,61.707
-2.055,0.346,-0.286,-135.681,-26.672,87.036
-2.100,0.244,0.007,-139.160,-23.010,107.971
-1.914,0.359,0.216,-147.888,-37.231,113.098
-1.772,0.417,0.379,-158.142,-59.387,122.681
-1.609,0.493,0.561,-164.917,-84.167,138.672
-1.376,0.578,0.739,-169.373,-99.915,156.555
-1.073,0.570,0.953,-171.570,-100.464,172.974
-0.800,0.492,1.236,-167.297,-99.060,182.007
-0.563,0.436,1.411,-162.048,-94.421,181.213
-0.302,0.338,1.619,-156.433,-84.106,173.645
-0.078,0.295,1.731,-154.907,-68.237,164.795
0.112,0.288,1.817,-151.733,-54.749,156.250
0.268,0.263,1.864,-147.400,-43.091,149.048
0.396,0.274,1.966,-142.151,-35.828,143.799
0.503,0.239,2.095,-137.146,-32.593,136.475
0.612,0.183,2.246,-133.667,-32.043,127.686
0.701,0.092,2.359,-133.484,-31.250,118.408
0.747,0.057,2.407,-134.827,-27.344,109.741
0.765,0.065,2.430,-131.592,-20.935,98.694
0.798,0.098,2.459,-124.084,-9.460,86.853
0.841,0.121,2.503,-113.525,7.080,79.041
0.824,0.125,2.576,-100.647,27.161,77.759
0.836,0.012,2.807,-86.914,36.621,71.411
0.795,0.151,2.789,-74.341,35.400,56.519
0.722,0.219,2.804,-59.753,49.438,59.937
0.596,0.105,2.850,-47.302,71.289,76.965
0.608,0.103,2.920,-33.752,89.844,85.754
0.652,-0.094,2.971,-12.268,104.980,91.797
0.641,-0.108,2.981,7.019,109.436,91.125
0.749,-0.071,2.999,29.297,102.295,84.473
0.291,-0.266,2.885,51.575,85.327,78.125
0.382,-0.182,2.769,64.941,101.807,45.837
0.594,-0.063,2.794,78.735,136.780,20.203
0.293,-0.109,2.845,102.112,132.263,28.198
0.088,-0.100,2.754,121.094,127.380,38.391
0.102,-0.042,2.598,133.118,135.925,40.283
0.187,0.019,2.451,143.555,138.977,38.879
0.224,0.076,2.261,154.663,129.395,41.748
0.262,0.136,2.045,166.260,119.263,45.532
0.348,0.188,1.849,179.199,110.474,43.762
0.450,0.255,1.655,191.650,98.511,36.011
0.502,0.282,1.480,200.317,82.764,26.123
0.528,0.353,1.317,204.041,63.293,12.207
0.516,0.350,1.177,203.735,43.701,-2.075
0.521,0.428,1.034,200.684,23.926,-18.677
0.513,0.557,0.744,192.505,14.526,-28.259
0.448,0.584,0.484,184.631,14.526,-32.349
0.465,0.623,0.266,177.368,31.982,-33.264
0.501,0.665,0.101,167.725,57.007,-32.532
0.508,0.707,-0.031,157.043,76.111,-29.175
0.511,0.729,-0.170,145.935,91.980,-22.888
0.517,0.741,-0.298,135.010,106.506,-15.808
0.537,0.754,-0.435,123.779,116.333,-10.742
0.558,0.745,-0.547,110.657,118.408,-9.277
0.574,0.744,-0.688,96.252,110.657,-13.062
0.547,0.755,-0.830,83.374,92.529,-22.095
0.501,0.808,-0.963,73.303,71.899,-34.302
0.498,0.913,-1.095,62.256,55.237,-46.143
0.411,1.000,-1.239,48.645,43.152,-52.002
0.305,1.080,-1.395,34.668,36.865,-54.932
0.275,1.162,-1.504,20.325,39.185,-60.791
0.244,1.190,-1.532,3.113,46.143,-64.758
0.200,1.187,-1.530,-19.287,52.185,-63.843
0.134,1.154,-1.481,-45.105,56.396,-61.096
0.097,1.086,-1.361,-70.862,58.105,-59.143
0.078,1.016,-1.190,-95.154,52.795,-59.448
0.062,0.931,-1.034,-117.371,37.842,-64.209
0.064,0.853,-0.922,-136.963,18.738,-74.097
0.092,0.808,-0.820,-153.992,2.991,-87.341
0.091,0.774,-0.699,-168.152,-10.132,-99.182
0.088,0.762,-0.545,-178.833,-21.301,-108.154
0.038,0.739,-0.368,-188.477,-31.006,-114.197
-0.042,0.653,-0.197,-199.829,-38.513,-122.620
-0.022,0.726,-0.021,-211.609,-49.072,-139.404
-0.168,0.624,0.389,-216.003,-59.387,-145.203
-0.240,0.521,0.803,-221.252,-61.035,-143.066
-0.331,0.383,1.349,-225.647,-60.181,-138.977
-0.532,0.094,2.069,-227.051,-58.350,-133.057
-0.678,-0.080,2.457,-226.990,-57.800,-130.676
-0.819,-0.273,2.875,-211.853,-68.481,-136.047
-0.975,-0.400,3.098,-189.087,-80.933,-147.034
-1.109,-0.471,3.146,-167.114,-90.515,-155.151
-1.225,-0.536,3.080,-145.142,-95.032,-153.076
-1.294,-0.615,3.000,-122.498,-93.872,-141.174
-1.308,-0.706,2.899,-101.379,-87.952,-123.535
-1.269,-0.781,2.770,-81.299,-79.712,-105.957
-1.223,-0.826,2.629,-61.523,-72.388,-91.919
-1.161,-0.843,2.494,-43.884,-68.115,-82.458
-1.143,-0.796,2.298,-29.175,-66.406,-76.843
-1.049,-0.769,2.155,-18.372,-60.852,-72.632
-1.073,-0.783,2.039,-10.010,-60.791,-66.895
-1.192,-0.633,1.748,-4.089,-58.838,-57.983
-0.894,-0.836,1.824,3.723,-44.006,-34.241
-0.771,-0.907,1.850,16.541,-55.298,-40.649
-0.705,-0.721,1.767,25.146,-78.918,-57.495
-0.561,-0.627,1.633,29.053,-86.243,-56.152
-0.621,-0.603,1.439,26.245,-87.158,-38.391
-0.587,-0.686,1.394,21.484,-71.167,-23.987
-0.491,-0.741,1.490,19.958,-55.786,-22.583
-0.416,-0.694,1.514,17.090,-46.814,-23.743
-0.404,-0.667,1.407,13.733,-35.522,-17.212
-0.437,-0.696,1.466,22.217,-26.367,-10.071
-0.445,-0.634,1.476,31.006,-18.616,-9.399
-0.453,-0.559,1.498,37.720,-14.038,-9.766
-0.468,-0.526,1.515,42.542,-8.850,-7.202
-0.483,-0.502,1.530,46.204,-4.639,-4.333
-0.488,-0.472,1.527,49.927,-3.845,-3.357
-0.482,-0.442,1.513,54.321,-4.944,-2.380
-0.476,-0.398,1.485,58.289,-7.080,-0.427
-0.448,-0.396,1.442,61.401,-8.850,2.869
-0.448,-0.382,1.385,63.904,-10.925,5.981
-0.452,-0.362,1.332,67.261,-13.000,8.850
-0.450,-0.339,1.284,70.007,-12.939,11.658
-0.419,-0.350,1.212,70.862,-11.169,15.076
-0.431,-0.328,1.148,71.167,-9.521,18.433
0.250,0.092,2.577,-139.709,-25.818,117.065
0.513,-0.055,2.815,-130.798,-32.166,102.112
0.485,0.010,2.962,-116.699,-74.707,65.308
0.740,0.149,3.067,-109.802,-81.238,33.997
0.593,0.014,2.996,-112.976,-41.504,48.157
0.460,-0.134,3.081,-108.337,11.658,66.040
0.456,-0.133,3.148,-79.590,55.664,65.552
0.439,-0.014,3.081,-34.668,82.703,68.542
0.379,0.046,2.919,5.554,112.915,84.656
0.413,-0.026,2.724,35.095,155.762,109.985
0.463,-0.161,2.688,62.500,184.326,117.615
0.369,-0.248,2.709,87.280,187.134,100.708
0.240,-0.194,2.670,103.027,178.772,78.430
-0.062,-0.167,2.554,111.511,158.936,65.430
-0.171,-0.178,2.325,112.244,150.940,55.847
-0.006,-0.007,2.377,115.051,135.864,27.649
-0.212,-0.006,2.271,119.812,80.872,31.067
-0.408,-0.037,1.947,112.000,52.368,39.063
-0.287,0.000,1.761,105.225,63.049,32.349
-0.175,0.001,1.739,109.741,80.994,26.550
-0.222,0.033,1.680,119.568,87.463,29.785
-0.214,0.097,1.586,130.798,92.712,33.569
-0.163,0.106,1.510,144.592,90.759,33.203
-0.071,0.209,1.432,155.579,77.515,27.222
0.029,0.308,1.345,163.696,53.223,20.813
0.101,0.350,1.216,164.917,27.405,17.456
0.164,0.425,1.000,158.081,5.310,11.047
0.251,0.483,0.761,148.804,-1.526,2.869
0.403,0.500,0.586,138.428,12.878,-4.517
